Active,City,Country,Id,LpHandoverTimeEDAir,LpHandoverTimeEDSurface,LpHandoverTimeHDAir,LpHandoverTimeHDSurface,LpHandoverTimeNDDAir,LpHandoverTimeNDDSurface,LpHandoverTimeSDDAir,LpHandoverTimeSDDSurface,LpHandoverTimeSlotAir,LpHandoverTimeSlotSurface,Name,OrderAcceptanceTATEDAir,OrderAcceptanceTATEDSurface,OrderAcceptanceTATHDAir,OrderAcceptanceTATHDSurface,OrderAcceptanceTATNDDAir,OrderAcceptanceTATNDDSurface,OrderAcceptanceTATSDDAir,OrderAcceptanceTATSDDSurface,OrderAcceptanceTATSlotAir,OrderAcceptanceTATSlotSurface,OrderCutoffTimeEDAir,OrderCutoffTimeEDSurface,OrderCutoffTimeHDAir,OrderCutoffTimeHDSurface,OrderCutoffTimeNDDAir,OrderCutoffTimeNDDSurface,OrderCutoffTimeSDDAir,OrderCutoffTimeSDDSurface,OrderCutoffTimeSlotAir,OrderCutoffTimeSlotSurface,OrderProcessingTATEDAir,OrderProcessingTATEDSurface,OrderProcessingTATHDAir,OrderProcessingTATHDSurface,OrderProcessingTATNDDAir,OrderProcessingTATNDDSurface,OrderProcessingTATSDDAir,OrderProcessingTATSDDSurface,OrderProcessingTATSlotAir,OrderProcessingTATSlotSurface,Pin,ReturnCity,ReturnCountry,ReturnPin,ReturnSlaveID,ReturnState,State,WorkingDays
false,Lucknow,IN,124877-N038,17:00,17:00,17:00,17:00,15:00,15:00,15:00,15:00,15:00,15:00,Woodland Aliganj Lucknow,7200,7200,21600,21600,21600,7200,7200,7200,21600,7200,14:00,14:00,12:00,12:00,15:00,15:00,15:00,15:00,15:00,15:00,7200,7200,21600,21600,21600,7200,7200,7200,21600,7200,226024,Lucknow,IN,226024,124877-N038,24,24,1111111
true,Pune,IN,124877-W001,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Woodland J M Road Pune,180,180,120,180,60,60,60,60,60,60,15:00,15:00,08:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,411004,Pune,IN,411004,124877-W001,13,13,1111100
true,Bangalore,IN,124883-BANFC,01:00,01:00,01:00,01:00,15:00,15:00,17:00,17:00,15:00,15:00,Bangalore,0,60,0,60,60,60,60,60,60,60,13:00,13:00,13:00,13:00,12:00,12:00,11:00,11:00,12:00,12:00,0,60,0,60,120,120,60,60,120,120,560083,Bangalore,IN,560083,124883-BANFC,10,10,1111001
false,New Delhi,IN,124964-DEL,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Robobull Technologies Private Limited,300,300,300,300,60,60,11400,11400,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,900,900,900,900,120,120,60,60,120,120,110020,New Delhi,IN,110020,124964-DEL,30,30,1111110
false,Bhopal,IN,125050-4551,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Ishan Bhopal,180,180,180,180,60,60,300,300,60,60,15:00,15:00,15:00,15:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,960,300,120,120,300,300,120,120,462011,Thane,IN,421302,125050-SPYKDLRT,13,12,1111100
true,Amritsar,IN,125050-5899,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Vertical Horizon Alpha Mall,180,180,180,180,60,60,300,300,60,60,15:00,15:00,15:00,15:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,300,300,120,120,300,300,120,120,143001,Thane,IN,421302,125050-SPYKDLRT,13,19,1111110
true,Navi Mumbai,IN,125076-F129,17:00,17:00,15:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Fila Seawood Mall New Mumbai,180,180,300,180,60,60,360,360,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,900,300,120,120,360,360,120,120,400706,Navi Mumbai,IN,400706,125076-F129,13,13,1111110
true,Noida,IN,125103-TV,15:00,15:00,17:30,17:30,15:00,15:00,17:30,17:00,15:00,15:00,Noida-TV,60,60,120,120,60,60,360,360,60,60,12:00,12:00,17:00,17:00,12:00,12:00,12:00,12:00,12:00,12:00,120,120,480,480,120,120,360,360,120,120,201301,Noida,IN,201301,125103-TV,24,24,1111100
false,New Delhi,IN,125168-TWG456,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,TWG Warehouse Obeori New Delhi,300,300,300,300,60,60,60,60,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,300,300,300,300,120,120,60,60,120,120,110003,Gurgaon,IN,122004,125168-CCLUX01,7,30,1111100
true,Noida,IN,125272-12,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Reebok Unitech Perf Noida,180,180,120,180,60,60,120,360,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,120,300,120,120,120,360,120,120,201301,Noida,IN,201301,125272-12,24,24,1111111
true,Faridabad,IN,125272-1709,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Reebok Crown Interiorz Mall Faridabad,180,180,180,180,60,60,120,360,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,300,300,120,120,120,360,120,120,121003,Faridabad,IN,121003,125272-1709,7,7,1111111
true,Navi Mumbai,IN,125298-MUMBAI5,17:30,17:30,15:00,17:30,15:00,15:00,17:30,17:30,15:00,15:00,Swarovski Seawood,300,300,180,180,60,60,60,60,60,60,09:00,09:00,00:00,00:00,12:00,12:00,11:00,11:00,12:00,12:00,300,300,180,300,120,120,60,60,120,120,400706,Navi Mumbai,IN,400706,125298-MUMBAI5,13,13,1111110
true,New Delhi,IN,125311-NLPL1,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Nirvana India Private Limited,300,300,180,300,60,60,180,180,60,60,00:00,00:00,00:00,00:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,180,300,120,120,180,180,120,120,110044,New Delhi,IN,110044,125311-NLPL1,30,30,1111110
true,Pune,IN,125467-RDFPL002,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Royal Dry Fruits Pvt Ltd Pune,240,240,360,240,60,60,60,60,60,60,16:00,16:00,16:00,16:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,840,240,120,120,60,60,120,120,411015,Pune,IN,411015,125467-RDFPL002,13,13,1111100
true,Bangalore,IN,125467-RDFPL004,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Royal Dry Fruits Pvt Ltd Bangalore,240,240,240,240,60,60,60,60,60,60,16:00,16:00,16:00,16:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,240,240,120,120,60,60,120,120,560050,Bangalore,IN,560050,125467-RDFPL004,10,10,1111100
true,Thane,IN,125504-MUM,17:30,17:30,15:00,17:30,15:00,15:00,17:30,17:30,15:00,15:00,BlueCoral Radiant Solutions LLP,300,300,300,180,60,60,300,300,60,60,16:00,16:00,16:00,16:00,12:00,12:00,16:00,16:00,12:00,12:00,900,900,900,300,120,120,900,900,120,120,421302,Thane,IN,421302,125504-MUM,13,13,1111100
true,Nuh,IN,125510-X3,17:30,17:30,17:30,17:30,15:00,15:00,17:30,17:30,15:00,15:00,IP Integrated Services Pvt Ltd,180,180,180,180,60,60,60,60,60,60,11:00,11:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,122105,Nuh,IN,122105,125510-X3,7,7,1111110
false,Bangalore,IN,125562-CDPSS1,15:00,15:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Chemistry Designs Private Limited,60,60,60,60,60,60,60,60,60,60,12:00,12:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,60,60,60,60,120,120,240,240,120,120,560043,Bangalore,IN,560043,125562-CDPSS1,10,10,1111110
true,Bangalore,IN,125603-DRSJ1,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,DEEAAR ESJAY ENTERPRISES LLP,300,300,120,300,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,240,300,120,120,60,60,120,120,560022,Bangalore,IN,560022,125603-DRSJ1,10,10,1111110
true,Mumbai,IN,125610-6151,13:00,13:00,15:00,13:00,15:00,15:00,17:00,17:00,15:00,15:00,CK INORBIT MALAD,480,480,300,180,60,60,360,360,60,60,22:00,22:00,22:00,22:00,12:00,12:00,17:00,17:00,12:00,12:00,480,480,900,300,120,120,360,360,120,120,400064,Mumbai,IN,400064,125610-6151,13,13,1111100
false,Mumbai,IN,125721-1448,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,adidas Originals HS Phoenix Lower Parel Mumbai,180,180,300,180,60,60,120,360,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,900,300,120,120,120,360,120,120,400013,Mumbai,IN,400013,125721-1448,13,13,1111111
true,Noida,IN,125743-HSESS1,17:30,17:30,14:15,15:00,15:00,15:00,17:00,17:00,15:00,15:00,High Street Essentials Pvt Ltd,120,120,120,120,60,60,60,60,60,60,15:00,15:00,06:00,10:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,60,240,120,120,60,60,120,120,201301,Noida,IN,201301,125743-HSESS1,24,24,1111111
true,New Delhi,IN,125772-PERDLWH,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Perfume Hub Delhi WH,480,480,120,120,60,60,480,480,60,60,00:00,00:00,00:00,00:00,12:00,12:00,00:00,00:00,12:00,12:00,480,480,240,240,120,120,480,480,120,120,110020,New Delhi,IN,110020,125772-PERDLWH,30,30,1111111
true,Gurgaon,IN,125818-BFLANTA,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Pioneer Anta,180,180,180,180,60,60,120,360,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,300,300,120,120,120,360,120,120,122011,Gurgaon,IN,122011,125818-BFLANTA,7,7,1111110
false,Vadodara,IN,125840-966193,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Puma Taksh Galaxy Mall Vadodara,360,360,360,360,60,60,120,360,60,60,00:00,00:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,360,360,360,360,120,120,120,360,120,120,390007,Vadodara,IN,390007,125840-966193,6,6,1111111
true,Hyderabad,IN,125887-TD31,20:00,20:00,20:00,20:00,15:00,15:00,20:00,20:00,15:00,15:00,Hyderabad - Ingram Micro_LA,180,180,180,180,60,60,180,180,60,60,22:00,22:00,22:00,22:00,12:00,12:00,22:00,22:00,12:00,12:00,540,540,540,540,120,120,540,540,120,120,500100,Hyderabad,IN,500100,125887-TD31,36,36,1111110
true,Thane,IN,125938-LLMUMWH,17:00,17:00,15:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,lloyd beauty WH,240,240,120,240,60,60,300,240,60,60,00:00,00:00,15:00,15:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,240,240,120,120,240,240,120,120,421302,Thane,IN,421302,125938-LLMUMWH,13,13,1111100
true,Thane,IN,125945-LUXBOM01,16:00,16:00,15:00,15:00,15:00,15:00,16:00,16:00,15:00,15:00,Nextt level Beauty,240,240,120,120,60,60,60,60,60,60,13:00,13:00,13:00,13:00,12:00,12:00,13:00,13:00,12:00,12:00,240,240,360,360,120,120,60,60,120,120,400607,Thane,IN,400607,125945-LUXBOM01,13,13,1111100
true,NEW DELHI,IN,125989-UGDELWH,00:00,00:00,17:15,17:00,15:00,15:00,00:00,00:00,15:00,15:00,urban gabru delhi wh,240,240,120,240,60,60,240,240,60,60,00:00,00:00,10:00,10:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,240,240,120,120,240,240,120,120,110077,NEW DELHI,IN,110077,125989-UGDELWH,30,30,1111110
true,Gurgaon,IN,126070-HRN,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,BGN Apparels,120,240,120,120,60,60,240,120,60,60,11:00,11:00,06:15,00:15,12:00,12:00,11:00,11:00,12:00,12:00,120,240,180,120,120,120,240,120,120,120,122001,Gurgaon,IN,122001,126070-HRN,7,7,1111110
true,NEW DELHI,IN,126094-BCPL001,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,BUYOCO PVT LTD,240,240,120,240,60,60,60,60,60,60,16:00,16:00,00:00,00:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,300,240,120,120,60,60,120,120,110070,NEW DELHI,IN,110070,126094-BCPL001,30,30,1111110
true,DEHRADUN,IN,126192-DEHRADUN,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,TVS Electronics Limited,60,60,180,60,60,60,60,60,60,60,13:00,13:00,00:00,00:00,12:00,12:00,16:00,16:00,12:00,12:00,60,60,180,300,120,120,240,240,120,120,248197,DEHRADUN,IN,248197,126192-DEHRADUN,35,35,1111110
true,Varanasi,IN,126217-VAR-LA,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,VARANASI REGIONAL,60,60,180,60,60,60,300,300,60,60,13:00,13:00,00:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,360,120,120,900,900,120,120,221002,Varanasi,IN,221002,126217-VAR-LA,24,24,1111100
true,Kolar,IN,126284-WCS1,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Wildcraft India Pvt Ltd,120,120,120,120,60,60,120,120,60,60,09:00,09:00,09:00,09:00,12:00,12:00,11:00,11:00,12:00,12:00,240,240,240,240,120,120,240,240,120,120,562114,Bangalore,IN,560091,126284-WCRS,10,10,1111100
true,Dehradun,IN,126460-16,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,COLM-UD01 Rajpur Road Dehradun,120,120,360,360,60,60,60,60,60,60,12:00,12:00,15:00,15:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,360,360,120,120,60,60,120,120,248001,New Delhi,IN,110044,126460-CHOS1,30,35,111111
true,New Delhi,IN,126490-AOD96R,15:00,15:00,17:15,17:00,15:00,15:00,00:00,00:00,15:00,15:00,Adiveda Delhi WH,60,60,120,180,60,60,180,180,60,60,11:00,11:00,06:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,240,240,120,120,110084,New Delhi,IN,110084,126490-AOD96R,30,30,1111110
true,Thane,IN,126504-MH,15:00,15:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,MH,60,60,60,60,60,60,180,180,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,1980,180,120,120,421302,Thane,IN,421302,126504-MH,13,13,1111110
true,Thane,IN,126543-NBMUMWH,15:00,15:00,17:15,17:00,15:00,15:00,00:00,00:00,15:00,15:00,Nextt level Beauty,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,120,120,120,120,400607,Thane,IN,400607,126543-NBMUMWH,13,13,1111110
true,Gurgaon,IN,126766-SD,15:00,15:00,17:00,17:00,15:00,15:00,00:00,00:00,15:00,15:00,JAKARU INNOVATION PVT LTD,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,120,180,120,120,122003,Gurgaon,IN,122003,126766-SD,7,7,1111110
false,Jalandhar,IN,126891-948,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Adidas Gaba Jalandhar,180,180,180,180,60,60,180,180,60,60,13:00,13:00,13:00,13:00,12:00,12:00,13:00,13:00,12:00,12:00,240,240,240,240,120,120,240,240,120,120,144003,Jalandhar,IN,144003,126891-948,19,19,1111111
true,NEW DELHI,IN,126892-MOMLUX01,15:00,15:00,17:00,17:00,15:00,15:00,00:00,00:00,15:00,15:00,Momentz WH,60,60,120,120,60,60,120,120,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,360,360,120,120,120,120,120,120,110041,NEW DELHI,IN,110041,126892-MOMLUX01,30,30,1111110
true,Ludhiana,IN,126949-LUD,15:00,15:00,17:00,17:00,15:00,15:00,15:00,15:00,15:00,15:00,neva garments ludhiana,60,60,60,60,60,60,240,120,60,60,11:00,11:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,120,120,240,240,120,120,240,240,120,120,141005,Ludhiana,IN,141005,126949-LUD,19,19,1111110
true,Hyderabad,IN,127027-SQLUX01,15:00,15:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Sqintalk Lux Beauty WH,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,12:30,12:30,12:00,12:00,120,120,240,240,120,120,240,240,120,120,500029,Hyderabad,IN,500029,127027-SQLUX01,36,36,1111110
true,Noida,IN,127030-NOIDA,15:00,15:00,17:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,AQFIT SMART TECHNOLOGY PRIVATE LIMITED,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,120,120,240,240,60,60,240,240,60,60,201305,Noida,IN,201305,127030-NOIDA,24,24,1111100
true,Hyderabad,IN,127128-12,15:00,15:00,17:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,COLM-HT01 Sarath City Capital Mall,60,60,60,60,60,60,60,60,60,60,12:00,12:00,15:00,15:00,00:00,00:00,00:00,00:00,00:00,00:00,120,120,240,240,60,60,60,60,60,60,500084,Hyderabad,IN,500084,127128-12,36,36,1111111
true,Zirakpur,IN,127244-BCDELWH,15:00,15:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,WOW Delhi WH,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,14:00,14:00,14:00,14:00,120,120,240,240,240,240,240,240,240,240,140603,Zirakpur,IN,140603,127244-BCDELWH,19,19,1111110
true,Panipat,IN,127257-LSHARWH,15:00,15:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,Liberty Haryana WH,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,14:00,14:00,14:00,14:00,120,120,240,240,240,240,240,240,240,240,132103,Panipat,IN,132103,127257-LSHARWH,7,7,1111110
true,Hyderabad,IN,200058-E005,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Infiniti Retail Limited - E005,60,60,60,60,60,60,60,60,60,60,13:00,13:00,17:00,17:00,12:00,12:00,17:00,17:00,12:00,12:00,60,60,900,900,120,120,300,300,120,120,500014,Hyderabad,IN,500014,200058-E005,36,36,1111110
true,MUMBAI,IN,100001-W018,14:15,17:00,16:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Westside  Andheri W,60,300,120,120,60,60,300,300,60,60,12:00,00:00,00:00,00:00,12:00,12:00,11:00,11:00,12:00,12:00,60,1200,240,300,120,120,1200,1200,120,120,400058,Pune,IN,412207,100001-WD04,13,13,1111111
false,THRISSUR,IN,100001-W087,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Wetside  Mullassery Towers,60,60,180,180,60,60,60,60,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,680001,THRISSUR,IN,680001,100001-W087,11,11,1111110
true,Surat,IN,100001-W144,14:00,17:00,14:15,17:00,15:00,15:00,18:00,18:00,15:00,15:00,Westside Surat 3,60,300,60,120,60,60,300,300,60,60,12:00,00:00,08:00,08:00,12:00,12:00,00:00,00:00,12:00,12:00,60,1500,120,900,120,120,1500,1500,120,120,395009,Valsad,IN,396105,100001-WD14,6,6,1111110
true,Mumbai,IN,100018-AS1,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Anil,180,180,300,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,780,180,120,120,60,60,120,120,400011,Mumbai,IN,400011,100018-AS1,13,13,1111100
false,Chandigharh,IN,100027-026,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Pavers England VR Mall Mohali,600,600,600,600,60,60,600,600,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,600,600,600,600,120,120,600,600,120,120,160055,Chandigharh,IN,160055,100027-026,19,19,1111110
false,Calicut,IN,100031-CHM,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Mochi Hilite Mall Calicut,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,673021,THANE,IN,421302,100031-EHS,13,11,1111110
false,Mumbai,IN,100031-MMM,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Mochi R Mall Mumbai,60,60,300,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,780,180,120,120,60,60,120,120,400080,THANE,IN,421302,100031-EHS,13,13,1111110
false,Madurai,IN,100031-MUS,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Metro Bye Pass Road Madhurai,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,625010,THANE,IN,421302,100031-EHS,13,22,1111110
true,INDORE,IN,100032-TIS1,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,SAGAR BURADIYA,180,180,180,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,452001,INDORE,IN,452001,100032-TIS1,12,12,1111100
true,Pune,IN,100058-A011,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Croma  Aundh  Pune,240,240,360,240,60,60,60,60,60,60,00:00,00:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,240,240,840,240,120,120,60,60,120,120,411007,Pune,IN,411007,100058-A011,13,13,1111100
true,Chennai,IN,100058-A146,15:00,15:00,17:30,17:30,15:00,15:00,17:00,17:00,15:00,15:00,Croma Mogappair Chennai,60,60,180,180,60,60,60,60,60,60,12:00,12:00,17:00,17:00,12:00,12:00,11:00,11:00,12:00,12:00,120,120,1440,360,120,120,60,60,120,120,600037,Chennai,IN,600037,100058-A146,22,22,1111110
true,Sonipat,IN,100064-HYLA,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,HARYANA - LA,360,360,360,360,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,360,360,360,360,120,120,60,60,120,120,131402,Sonipat,IN,131402,100064-HYLA,7,7,1111110
true,Thane,IN,100065-255ADW1BOM14,15:00,15:00,17:00,17:00,15:00,15:00,00:00,00:00,15:00,15:00,Bhiwandi 14,60,60,60,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,60,60,120,120,421302,Thane,IN,421302,100065-255ADW1BOM14,13,13,1111110
true,Gandhi Nagar,IN,100065-259ADW1AMDFC3,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Ahemdabad FC3,60,60,60,60,60,60,180,180,60,60,13:00,13:00,12:00,12:00,12:00,12:00,18:00,18:00,12:00,12:00,60,60,540,540,120,120,540,540,120,120,382220,Gandhi Nagar,IN,382220,100065-259ADW1AMDFC3,6,6,1111110
true,Mumbai,IN,100097-AS32932,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Allen Solly Inorbit Mall Malad,120,120,360,360,60,60,360,120,60,60,14:00,14:00,14:00,14:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,360,360,120,120,360,120,120,120,400064,Bangalore,IN,560067,100097-ABOF,10,13,1111111
true,Bangalore,IN,100097-AS34566,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Allen Solly Rt Nagar,120,120,360,360,60,60,360,120,60,60,14:00,14:00,14:00,14:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,360,360,120,120,360,120,120,120,560032,Bangalore,IN,560067,100097-ABOF,10,10,1111110
false,Chennai,IN,100097-LP13070,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Louis Philippe Nungambakkam,180,180,180,180,60,60,360,120,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,780,300,120,120,360,120,120,120,600034,Bangalore,IN,560067,100097-ABOF,10,22,1111111
false,Bangalore,IN,100097-VH28096,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Vh Forum Shantiniketan,180,180,180,180,60,60,360,120,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,300,300,120,120,360,120,120,120,560048,Bangalore,IN,560067,100097-ABOF,10,10,1111100
true,Pune,IN,100097-VH28148,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Van Heusen Elpro City Square,120,120,360,360,60,60,360,120,60,60,14:00,14:00,14:00,14:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,360,360,120,120,360,120,120,120,411033,Bangalore,IN,560067,100097-ABOF,10,13,1111111
true,Pune,IN,100097-VH28149,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Van Heusen women Elpro City Square,120,120,360,360,60,60,360,120,60,60,14:00,14:00,14:00,14:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,360,360,120,120,360,120,120,120,411033,Bangalore,IN,560067,100097-ABOF,10,13,1111110
true,Kolkata,IN,100107-KOL,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Kolkata LA,240,240,240,240,60,60,60,60,60,60,00:00,00:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,240,240,240,240,120,120,60,60,120,120,700088,Kolkata,IN,700088,100107-KOL,25,25,1111110
true,Chandigharh,IN,100115-1769,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,JJ   Elante Mall   Chandigarh,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,160002,Chandigharh,IN,160002,100115-1769,27,27,1111100
false,Thane,IN,100192-ENERBHI,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Energia Bhiwandi,180,180,300,180,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,780,180,120,120,60,60,120,120,421302,Thane,IN,421302,100192-ENERBHI,13,13,1111110
true,Meerut,IN,100225-MIZUNO,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Stag International,180,180,180,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,250103,Meerut,IN,250103,100225-MIZUNO,24,24,1111100
